node_id,node_kind,outcome,is_combat,profile_count,mean_visit_probability,std_visit_probability,min_visit_probability,max_visit_probability,range_visit_probability,min_visit_profile,max_visit_profile,mean_expected_visits,range_expected_visits
39,narrative,,false,27,0.0107289583333,0.00849587647445,0.0020825,0.03332,0.0312375,cautious_noble_physical,reckless_selfish_tactical,0.0107289583333,0.0312375
40,narrative,,false,27,0.0815939904929,0.0557258546907,0.0204787908046,0.16214207619,0.141663285385,reckless_noble_neutral,cautious_selfish_tactical,0.0815939904929,0.141663285385
41,narrative,,false,27,0.00468235204469,0.00298623605957,0.000609319094164,0.0100694880052,0.00946016891104,reckless_noble_physical,cautious_noble_neutral,0.00468235204469,0.00946016891104
42,narrative,,false,27,0.134128774176,0.0189771050376,0.109725432466,0.157604136355,0.047878703889,reckless_noble_physical,cautious_selfish_physical,0.24786539789,0.117856034487
43,narrative,,true,27,0.0481531643926,0.021696576316,0.0200597037037,0.0883757037037,0.068316,cautious_noble_physical,reckless_selfish_tactical,0.0481531643926,0.068316
44,narrative,,false,27,0.0595629266749,0.0240511260134,0.0256662752,0.0927420966071,0.0670758214071,cautious_noble_physical,reckless_selfish_tactical,0.0595629266749,0.0670758214071
45,narrative,,false,27,0.0259425277569,0.0109750851382,0.00919818560458,0.0467274614957,0.0375292758911,reckless_selfish_tactical,cautious_neutral_physical,0.0259425277569,0.0375292758911
46,narrative,,false,27,0.0163478719983,0.0124337824569,0.000461856830925,0.0442577736092,0.0437959167783,cautious_selfish_physical,neutral_noble_tactical,0.0163478719983,0.0437959167783
47,narrative,,false,27,0.0405199055391,0.0312483614626,0.00203917647059,0.0964756384505,0.0944364619799,cautious_noble_tactical,reckless_selfish_physical,0.0405199055391,0.0944364619799
48,narrative,,false,27,0.017159359257,0.00640705909295,0.00566475364598,0.0252593388689,0.0195945852229,reckless_selfish_physical,neutral_noble_tactical,0.017159359257,0.0195945852229
49,narrative,,false,27,0.0067667457991,0.00630416686292,0.000836560068245,0.0219931736721,0.0211566136039,reckless_noble_physical,reckless_noble_tactical,0.0067667457991,0.0211566136039
50,narrative,,false,27,0.0212557740912,0.0142373952342,0.00314717855251,0.045423262003,0.0422760834505,cautious_selfish_tactical,reckless_noble_physical,0.0212557740912,0.0422760834505
51,narrative,,false,27,0.072479989453,0.0740204457565,0.00211892600416,0.236105022302,0.233986096298,reckless_selfish_tactical,cautious_selfish_physical,0.072479989453,0.233986096298
52,narrative,,false,27,0.0417725,0.024953944578,0.0098,0.0833,0.0735,reckless_selfish_physical,neutral_selfish_tactical,0.0417725,0.0735
53,preterminal,death,false,27,0.00192284350245,0.00113157818908,0.000231079477647,0.00430355364,0.00407247416235,cautious_noble_tactical,neutral_selfish_physical,0.00192284350245,0.00407247416235
54,preterminal,death,false,27,0.0118174383033,0.00733446017231,0.0010232958363,0.0248158525016,0.0237925566653,cautious_selfish_tactical,reckless_selfish_physical,0.0118174383033,0.0237925566653
55,narrative,,true,27,0.0776563120634,0.0478348356098,0.0114285714286,0.176923076923,0.165494505494,cautious_selfish_tactical,reckless_noble_physical,0.0776563120634,0.165494505494
56,narrative,,false,27,0.25,0,0.25,0.25,0,cautious_selfish_physical,cautious_selfish_physical,0.25,0
57,narrative,,false,27,5.60264787893e-05,5.24059051778e-05,5.28700564217e-07,0.00018398922069,0.000183460520126,cautious_selfish_physical,reckless_noble_tactical,5.60264787893e-05,0.000183460520126
58,narrative,,false,27,0.0724824820096,0.0330320286144,0.0245284949455,0.124606563988,0.100078069043,reckless_selfish_tactical,cautious_neutral_physical,0.0724824820096,0.100078069043
59,narrative,,false,27,0.0121878944337,0.00980027457459,0.000928318510288,0.0327186494156,0.0317903309053,cautious_noble_physical,reckless_selfish_tactical,0.0121878944337,0.0317903309053
60,preterminal,death,false,27,0.00426689846442,0.00357174518561,0.000548940259781,0.0127141162425,0.0121651759827,reckless_noble_physical,reckless_noble_tactical,0.00426689846442,0.0121651759827
61,narrative,,false,27,0.0498466021506,0.0337026776685,0.00984674518978,0.117738883141,0.107892137951,reckless_selfish_physical,cautious_noble_tactical,0.0498466021506,0.107892137951
62,narrative,,false,27,0.0159316272115,0.00620716862463,0.00638507384051,0.0253005840268,0.0189155101863,reckless_selfish_tactical,cautious_neutral_physical,0.0159316272115,0.0189155101863
63,narrative,,true,27,0.0623595376938,0.0390918291176,0.0110261016473,0.150766406777,0.13974030513,cautious_selfish_tactical,cautious_selfish_physical,0.0623595376938,0.13974030513
64,narrative,,false,27,0.206911695206,0.132579609278,0.0378090210966,0.457223692744,0.419414671647,reckless_noble_neutral,cautious_neutral_physical,0.206911695206,0.419414671647
65,narrative,,false,27,0.0389323430328,0.0224026121899,0.0105961361417,0.0810984735354,0.0705023373937,reckless_selfish_physical,cautious_noble_tactical,0.0389323430328,0.0705023373937
66,narrative,,false,27,0.101345051987,0.0594779524542,0.0335298911676,0.213187578625,0.179657687457,reckless_noble_physical,cautious_selfish_physical,0.101345051987,0.179657687457
67,narrative,,false,27,0.1875,0.0306186217848,0.15,0.225,0.075,reckless_selfish_physical,cautious_selfish_physical,0.1875,0.075
68,narrative,,false,27,0.0508082157022,0.00562626938668,0.0430553950253,0.0570708290101,0.0140154339848,cautious_noble_tactical,reckless_selfish_tactical,0.0655788891367,0.0272419198587
69,narrative,,false,27,0.110672354135,0.039051236725,0.0557953846154,0.170486571429,0.114691186814,reckless_noble_physical,cautious_selfish_tactical,0.110672354135,0.114691186814
70,narrative,,false,27,0.358423677354,0.0388490876142,0.307231210906,0.40619622772,0.098965016814,reckless_noble_physical,cautious_selfish_physical,0.716847354707,0.197930033629
71,narrative,,false,27,0.0778646860656,0.0448052243797,0.0211922722833,0.162196947071,0.141004674788,reckless_selfish_physical,cautious_noble_tactical,0.0778646860656,0.141004674788
72,narrative,,true,27,0.146320692677,0.10358983392,0.0193946274884,0.340631651094,0.321237023606,reckless_noble_neutral,cautious_neutral_physical,0.146320692677,0.321237023606
73,narrative,,false,27,0.017159359257,0.00640705909295,0.00566475364598,0.0252593388689,0.0195945852229,reckless_selfish_physical,neutral_noble_tactical,0.017159359257,0.0195945852229
74,narrative,,false,27,0.125,0,0.125,0.125,0,cautious_selfish_physical,cautious_selfish_physical,0.125,0
75,narrative,,false,27,0.0664008087374,0.0701760066677,0.00290973050758,0.222072705836,0.219162975328,reckless_selfish_tactical,cautious_noble_physical,0.0664008087374,0.219162975328
76,narrative,,false,27,0.00269627407359,0.0023150445393,5.16852937564e-05,0.00671295052123,0.00666126522747,cautious_selfish_tactical,reckless_noble_physical,0.00269627407359,0.00666126522747
77,narrative,,false,27,0.158844708271,0.0919969587151,0.0490907692308,0.278473142857,0.229382373626,reckless_noble_physical,cautious_selfish_tactical,0.158844708271,0.229382373626
78,narrative,,false,27,0.142209438408,0.0881346708315,0.0280789596157,0.327393691338,0.299314731722,reckless_noble_neutral,cautious_selfish_physical,0.142209438408,0.299314731722
79,narrative,,false,27,5.25401479274e-05,5.11634750287e-05,5.28700564217e-07,0.00018398922069,0.000183460520126,cautious_selfish_physical,reckless_noble_tactical,5.25401479274e-05,0.000183460520126
80,narrative,,false,27,0.000883525564869,0.000467841922035,0.000130660225659,0.00173618835389,0.00160552812823,reckless_noble_physical,neutral_noble_tactical,0.000883525564869,0.00160552812823
81,narrative,,false,27,0.0697521779926,0.0377052956294,0.0176392738819,0.135695387594,0.118056113712,reckless_noble_physical,cautious_noble_neutral,0.0697521779926,0.118056113712
82,narrative,,false,27,0.176957021893,0.131684628866,0.00692923831153,0.417267914963,0.410338676651,cautious_selfish_physical,reckless_noble_physical,0.176957021893,0.410338676651
83,narrative,,false,27,0.0518850555138,0.0219501702763,0.0183963712092,0.0934549229913,0.0750585517821,reckless_selfish_tactical,cautious_neutral_physical,0.0518850555138,0.0750585517821
84,narrative,,false,27,0.0118174383033,0.00733446017231,0.0010232958363,0.0248158525016,0.0237925566653,cautious_selfish_tactical,reckless_selfish_physical,0.0118174383033,0.0237925566653
85,narrative,,false,27,0.25,0,0.25,0.25,0,cautious_selfish_physical,cautious_selfish_physical,0.25,0
86,narrative,,false,27,0.0555379673778,0.0102803222988,0.0426710015147,0.0684045730709,0.0257335715562,reckless_noble_physical,cautious_selfish_physical,0.0619663494726,0.0294640086218
87,narrative,,false,27,0.0107559351582,0.00966509182423,0.000504961291783,0.0313970355043,0.0308920742125,reckless_selfish_physical,cautious_noble_tactical,0.0107559351582,0.0308920742125
88,narrative,,false,27,0.117341224894,0.0365012638257,0.0371018987108,0.179388021591,0.14228612288,cautious_selfish_physical,neutral_noble_tactical,0.117341224894,0.14228612288
89,narrative,,false,27,0.00678730498571,0.00399427528796,0.000815670588235,0.0151908,0.0143751294118,cautious_noble_tactical,neutral_selfish_physical,0.00678730498571,0.0143751294118
90,narrative,,false,27,0.0111126659219,0.00787071914955,0.000436198118096,0.0295051824062,0.0290689842881,cautious_selfish_physical,neutral_noble_tactical,0.0111126659219,0.0290689842881
91,narrative,,false,27,0.0265962176079,0.0140278715885,0.00286820594827,0.0502554689255,0.0473872629772,reckless_noble_physical,cautious_selfish_physical,0.0265962176079,0.0473872629772
92,narrative,,false,27,0.0179256925041,0.011078272097,0.00366389430416,0.040142010693,0.0364781163888,reckless_noble_tactical,neutral_selfish_physical,0.0179256925041,0.0364781163888
93,narrative,,false,27,0.00409701467815,0.00418065090108,8.59554176193e-05,0.0137337540757,0.0136477986581,cautious_noble_physical,reckless_selfish_tactical,0.00409701467815,0.0136477986581
94,narrative,,false,27,0.00176705112974,0.000935683844072,0.000261320451318,0.00347237670778,0.00321105625646,reckless_noble_physical,neutral_noble_tactical,0.00176705112974,0.00321105625646
95,narrative,,false,27,0.000105080295855,0.000102326950057,1.05740112843e-06,0.00036797844138,0.000366921040252,cautious_selfish_physical,reckless_noble_tactical,0.000105080295855,0.000366921040252
96,narrative,,false,27,0.00894703148047,0.00507690695356,0.00173261538462,0.01842435,0.0166917346154,reckless_noble_physical,neutral_selfish_tactical,0.00894703148047,0.0166917346154
97,narrative,,false,27,0.369565649359,0.118307244952,0.141413026766,0.532229483372,0.390816456606,cautious_selfish_physical,reckless_noble_physical,0.369565649359,0.390816456606
98,narrative,,false,27,0.00806058538784,0.0067306523552,0.00183694853444,0.025117683369,0.0232807348346,cautious_selfish_tactical,cautious_selfish_physical,0.00806058538784,0.0232807348346
99,narrative,,false,27,0.125,0.0612372435696,0.05,0.2,0.15,reckless_selfish_physical,cautious_selfish_physical,0.125,0.15
100,narrative,,false,27,0.056062428472,0.0353251253723,0.0124660425196,0.134170268717,0.121704226197,reckless_selfish_physical,cautious_noble_tactical,0.056062428472,0.121704226197
101,narrative,,false,27,0.0683797662522,0.0545845818387,0.00609756097561,0.2,0.193902439024,reckless_noble_tactical,cautious_selfish_physical,0.0683797662522,0.193902439024
102,narrative,,false,27,0.0500612507599,0.0404261571572,0.00358170241571,0.144110938324,0.140529235908,reckless_noble_physical,cautious_neutral_tactical,0.0500612507599,0.140529235908
103,narrative,,false,27,0.0947740955395,0.0167393188413,0.0747498061111,0.123039712525,0.0482899064139,reckless_noble_physical,cautious_selfish_physical,0.0947740955395,0.0482899064139
104,narrative,,false,27,0.0738546357028,0.0440157017832,0.0186990637794,0.16100432246,0.142305258681,reckless_selfish_physical,cautious_noble_tactical,0.0738546357028,0.142305258681
105,narrative,,false,27,0.290329503372,0.0751135840951,0.204787908046,0.405355190476,0.20056728243,reckless_noble_neutral,cautious_selfish_tactical,0.290329503372,0.20056728243
106,narrative,,false,27,0.153660533393,0.0344119357133,0.111672873842,0.204404679014,0.092731805172,cautious_selfish_physical,reckless_noble_physical,0.153660533393,0.092731805172
107,narrative,,false,27,0.00796970509677,0.00488059374146,0.00239421587546,0.0207508830172,0.0183566671417,cautious_selfish_physical,reckless_noble_tactical,0.00796970509677,0.0183566671417
108,preterminal,death,false,27,0.0328330155243,0.0205029811641,0.00937307968271,0.0679082109356,0.0585351312529,reckless_noble_physical,cautious_noble_neutral,0.0328330155243,0.0585351312529
109,narrative,,false,27,2.0994488705e-05,2.07762179491e-05,1.32175141054e-07,7.35956882759e-05,7.34635131348e-05,cautious_selfish_physical,reckless_noble_tactical,2.0994488705e-05,7.34635131348e-05
110,narrative,,false,27,0.015250352328,0.00686177856081,0.00428571428571,0.03,0.0257142857143,cautious_selfish_tactical,cautious_noble_physical,0.015250352328,0.0257142857143
111,narrative,,false,27,0.000105080295855,0.000102326950057,1.05740112843e-06,0.00036797844138,0.000366921040252,cautious_selfish_physical,reckless_noble_tactical,0.000105080295855,0.000366921040252
112,narrative,,true,27,0.0208764067878,0.011846116225,0.00404276923077,0.04299015,0.0389473807692,reckless_noble_physical,neutral_selfish_tactical,0.0208764067878,0.0389473807692
113,narrative,,false,27,0.0848833738793,0.0371763915107,0.0340069410331,0.13121488363,0.0972079425969,cautious_noble_tactical,reckless_selfish_neutral,0.0848833738793,0.0972079425969
114,narrative,,false,27,0.00773679629178,0.00582133903822,0.000228785912941,0.0208970454392,0.0206682595263,cautious_selfish_physical,neutral_noble_tactical,0.00773679629178,0.0206682595263
115,narrative,,false,27,0.0271107450984,0.0201935036157,0.00498641700784,0.0623032819942,0.0573168649864,reckless_selfish_physical,cautious_neutral_physical,0.0271107450984,0.0573168649864
116,narrative,,false,27,0.00815445729429,0.00504292972888,0.00218229788069,0.0188494930213,0.0166671951406,reckless_selfish_tactical,neutral_selfish_physical,0.00815445729429,0.0166671951406
117,narrative,,false,27,0.037124871655,0.0107984655989,0.0216019134861,0.0508609492857,0.0292590357996,cautious_noble_tactical,reckless_selfish_tactical,0.037124871655,0.0292590357996
118,narrative,,false,27,0.0121021691574,0.00894039413668,0.000400693401505,0.0343676007326,0.0339669073311,cautious_selfish_physical,neutral_noble_tactical,0.0121021691574,0.0339669073311
119,narrative,,false,27,0.0455777048984,0.0126575056819,0.0188793333333,0.0645248888889,0.0456455555556,cautious_noble_tactical,neutral_selfish_physical,0.0455777048984,0.0456455555556
120,narrative,,false,27,0.0336632172118,0.0160157218861,0.00613977501779,0.0640372841272,0.0578975091094,cautious_selfish_tactical,neutral_noble_physical,0.0336632172118,0.0578975091094
121,narrative,,false,27,0.217747127529,0.0563351880713,0.153590931034,0.304016392857,0.150425461823,reckless_noble_neutral,cautious_selfish_tactical,0.217747127529,0.150425461823
122,narrative,,false,27,5.25401479274e-05,5.11634750287e-05,5.28700564217e-07,0.00018398922069,0.000183460520126,cautious_selfish_physical,reckless_noble_tactical,5.25401479274e-05,0.000183460520126
123,narrative,,false,27,0.117077362291,0.0414831438987,0.0559959289024,0.1996156575,0.143619728598,reckless_noble_tactical,cautious_selfish_physical,0.117077362291,0.143619728598
124,narrative,,false,27,0.00530870261693,0.00508548026072,0.000154719751715,0.0145416219625,0.0143869022108,cautious_noble_physical,reckless_selfish_tactical,0.00530870261693,0.0143869022108
125,narrative,,false,27,0.104125,0.0510106238935,0.04165,0.1666,0.12495,cautious_selfish_physical,reckless_selfish_physical,0.138833333333,0.1666
126,narrative,,false,27,0.0306334396295,0.0201691729319,0.00230928415462,0.0885155472185,0.0862062630639,cautious_selfish_physical,neutral_noble_tactical,0.0306334396295,0.0862062630639
127,preterminal,death,false,27,0.0212557740912,0.0142373952342,0.00314717855251,0.045423262003,0.0422760834505,cautious_selfish_tactical,reckless_noble_physical,0.0212557740912,0.0422760834505
128,narrative,,false,27,0.0405072249373,0.0117822865237,0.0235700092593,0.0554947619048,0.0319247526455,cautious_noble_tactical,reckless_selfish_tactical,0.0405072249373,0.0319247526455
129,narrative,,false,27,0.164834894089,0.07881629148,0.0685366558869,0.311500840448,0.242964184561,reckless_selfish_neutral,cautious_selfish_physical,0.164834894089,0.242964184561
130,narrative,,false,27,0.133814012688,0.0133877526839,0.115974695507,0.150187682721,0.034212987214,reckless_noble_physical,cautious_selfish_physical,0.369429149387,0.059535622685
131,narrative,,false,27,0.25,0,0.25,0.25,0,cautious_selfish_physical,cautious_selfish_physical,0.25,0
132,narrative,,false,27,0.0502225171105,0.0412977773858,0.00342299695664,0.132800702384,0.129377705427,reckless_noble_physical,cautious_noble_physical,0.0502225171105,0.129377705427
133,narrative,,true,27,0.0335871733415,0.0299830410446,0.00249320850392,0.107336214973,0.104843006469,reckless_selfish_physical,cautious_noble_tactical,0.0335871733415,0.104843006469
134,narrative,,false,27,0.145164751686,0.0375567920474,0.102393954023,0.202677595238,0.100283641215,reckless_noble_neutral,cautious_selfish_tactical,0.145164751686,0.100283641215
135,narrative,,false,27,0.0873920753706,0.0769040192492,0.00872919152274,0.256237737503,0.24750854598,reckless_selfish_tactical,cautious_noble_physical,0.0873920753706,0.24750854598
136,narrative,,true,27,0.0269452955676,0.0265155232823,0.000407835294118,0.0771805107604,0.0767726754663,cautious_noble_tactical,reckless_selfish_physical,0.0269452955676,0.0767726754663
137,narrative,,false,27,0.00409107213884,0.00309820057809,0.000519210670941,0.0100673249979,0.00954811432696,reckless_selfish_physical,neutral_noble_tactical,0.00409107213884,0.00954811432696
138,narrative,,true,27,0.0625,0.0306186217848,0.025,0.1,0.075,cautious_selfish_physical,reckless_selfish_physical,0.0625,0.075
139,narrative,,false,27,0.101345051987,0.0594779524542,0.0335298911676,0.213187578625,0.179657687457,reckless_noble_physical,cautious_selfish_physical,0.101345051987,0.179657687457
140,narrative,,false,27,0.116275632016,0.00902382709932,0.0933901234568,0.126831111111,0.0334409876542,reckless_noble_physical,reckless_selfish_tactical,0.166256577481,0.094236604939
141,narrative,,false,27,0.5,0,0.5,0.5,0,cautious_selfish_physical,cautious_selfish_physical,0.5,0
142,narrative,,false,27,0.170658701225,0.120820276295,0.0226206005273,0.397290049059,0.374669448532,reckless_noble_neutral,cautious_neutral_physical,0.170658701225,0.374669448532
143,narrative,,false,27,0.0142855676312,0.012334801042,0.0018474273237,0.0442577736092,0.0424103462855,cautious_selfish_physical,neutral_noble_tactical,0.0142855676312,0.0424103462855
144,narrative,,false,27,0.1517014618,0.0804133537462,0.0548544387606,0.301532813553,0.246678374792,reckless_noble_physical,cautious_selfish_physical,0.1517014618,0.246678374792
145,narrative,,false,27,0.0163797263094,0.00772796156452,0.00536560826934,0.0315410365096,0.0261754282403,reckless_selfish_tactical,cautious_neutral_physical,0.0163797263094,0.0261754282403
146,narrative,,false,27,0.0884785109466,0.0658423144334,0.00346461915577,0.208633957482,0.205169338326,cautious_selfish_physical,reckless_noble_physical,0.0884785109466,0.205169338326
147,narrative,,false,27,0.139848168443,0.0152792048321,0.119733556489,0.158643890108,0.038910333619,reckless_noble_physical,cautious_selfish_physical,0.32523940821,0.092118891329
148,narrative,,false,27,0.111955723102,0.0449005619714,0.0229388585074,0.180743318058,0.157804459551,cautious_selfish_tactical,neutral_noble_physical,0.111955723102,0.157804459551
149,narrative,,false,27,0.0548732927672,0.0389447137171,0.00256883806196,0.125098816621,0.122529978559,cautious_selfish_physical,reckless_noble_neutral,0.0548732927672,0.122529978559
150,narrative,,false,27,0.00699952654291,0.00413989799243,0.0018868073035,0.0154919294855,0.013605122182,reckless_selfish_tactical,cautious_neutral_neutral,0.00699952654291,0.013605122182
151,narrative,,false,27,0.0215118703164,0.0193301836485,0.00100992258357,0.0627940710086,0.061784148425,reckless_selfish_physical,cautious_noble_tactical,0.0215118703164,0.061784148425
152,narrative,,false,27,0.0118686124181,0.00742434019928,0.00167312013649,0.0274914670901,0.0258183469536,reckless_noble_physical,reckless_noble_tactical,0.0118686124181,0.0258183469536
153,narrative,,false,27,0.0670805422205,0.0467411360909,0.0029705888646,0.150095174174,0.147124585309,cautious_selfish_physical,reckless_noble_tactical,0.0670805422205,0.147124585309
154,preterminal,death,false,27,0.0884785109466,0.0658423144334,0.00346461915577,0.208633957482,0.205169338326,cautious_selfish_physical,reckless_noble_physical,0.0884785109466,0.205169338326
155,narrative,,false,27,0.148404837879,0.0552594929996,0.0752774650206,0.21382162963,0.138544164609,cautious_noble_tactical,reckless_selfish_tactical,0.148404837879,0.138544164609
156,narrative,,false,27,0.0235192160597,0.0332769158363,0.000484761102563,0.147989251169,0.147504490066,reckless_selfish_tactical,cautious_noble_physical,0.0235192160597,0.147504490066
157,narrative,,false,27,0.511224169611,0.0530077353811,0.458531272297,0.626217331071,0.167686058774,neutral_noble_tactical,cautious_selfish_physical,0.511224169611,0.167686058774
158,narrative,,false,27,0.00143513337496,0.00170708572007,8.59554176193e-06,0.00549350163028,0.00548490608852,cautious_noble_physical,reckless_selfish_tactical,0.00143513337496,0.00548490608852
159,narrative,,false,27,0.0173777089711,0.0190174272651,5.03381905389e-05,0.0660403969981,0.0659900588076,reckless_noble_physical,cautious_selfish_neutral,0.0173777089711,0.0659900588076
160,narrative,,false,27,0.0411948529917,0.0327439495308,0.00206102519204,0.103505209926,0.101444184734,cautious_selfish_tactical,reckless_noble_physical,0.0411948529917,0.101444184734
161,narrative,,false,27,0.0224752551305,0.00858706468524,0.00997283401568,0.0415017660344,0.0315289320187,reckless_selfish_physical,reckless_noble_tactical,0.0224752551305,0.0315289320187
162,narrative,,false,27,0.0425115481824,0.0284747904685,0.00629435710502,0.090846524006,0.084552166901,cautious_selfish_tactical,reckless_noble_physical,0.0425115481824,0.084552166901
