edge_id,source_id,target_id,transition_kind,neutral_compiled_weight,neutral_expected_flow,balanced_mean_expected_flow,expected_flow_range,neutral_expected_flow_given_death,neutral_expected_flow_given_win,neutral_win_minus_death_expected_flow
e0029,15,201,profile_choice,0.333333333333,0.0360657353568,0.0353853635499,0.0019330192362,0.0331171481216,0.0577274406998,0.0246102925782
e0030,15,35,profile_choice,0.333333333333,0.0360657353568,0.0353853635499,0.0019330192362,0.0332104532994,0.0570419770832,0.0238315237838
e0031,16,192,forced,1,0.0955542764494,0.0730332683151,0.109591925244,0.0646012772159,0.322949532346,0.25834825513
e0032,17,53,combat,0.0833,0.000778155410156,0.00056538250531,0.00119744828,0.000884077777442,0,-0.000884077777442
e0033,17,274,combat,0.1666,0.00155631082031,0.00113076501062,0.00239489656,0.0015652163747,0.00149088643921,-7.432993549e-05
e0034,17,316,combat,0.5831,0.00544708787109,0.00395767753717,0.00838213796,0.00547825731144,0.00521810253724,-0.0002601547742
e0035,17,Death,combat,0.167,0.00156004746094,0.00113347993261,0.00240064661176,0.00177240082632,0,-0.00177240082632
e0036,18,114,kai,0.5,0.00678714960944,0.00555633296096,0.0145344921441,0.00378526136956,0.0288404291424,0.0250551677728
e0037,18,239,profile_choice,0.25,0.00339357480472,0.00222316081343,0.0072018163543,0.00189263068478,0.0144202145712,0.0125275838864
e0038,18,29,profile_choice,0.25,0.00339357480472,0.00333317214752,0.00891560913075,0.00273453911967,0.00823516017471,0.00550062105504
e0039,19,69,kai,0.5,0.1059828125,0.110672354135,0.114691186814,0.111342452571,0.0666083817324,-0.0447340708386
e0040,19,272,profile_choice,0.25,0.05299140625,0.065094649237,0.145344131869,0.0556712262853,0.0333041908662,-0.0223670354191
e0041,19,119,profile_choice,0.25,0.05299140625,0.0455777048984,0.0456455555556,0.054302623984,0.0433585855366,-0.0109440384474
e0042,20,273,forced,1,0.0149754428169,0.00948409168487,0.0178769140828,0.00491518781304,0.0888827964706,0.0839676086576
e0043,21,189,random,0.6,0.00216706153293,0.00244186533984,0.00777100685319,0.00109439331194,0.0100473855934,0.00895299228146
e0044,21,312,random,0.04,0.000144470768862,0.000162791022656,0.000518067123546,9.95603121459e-05,0.000474404056437,0.000374843744291
e0045,21,Death,random,0.36,0.00130023691976,0.0014651192039,0.00466260411191,0.00147722492341,0,-0.00147722492341
e0046,22,181,random,0.5,0.0123569027819,0.0115783641333,0.0154133814268,0.0040557397002,0.0733411417881,0.0692854020879
e0047,22,145,random,0.5,0.0123569027819,0.0115783641333,0.0154133814268,0,0.103136508629,0.103136508629
e0048,23,326,profile_choice,0.25,0.0156191953261,0.0215118703164,0.061784148425,0.00512647802503,0.0927036199311,0.0875771419061
e0049,23,151,profile_choice,0.25,0.0156191953261,0.0215118703164,0.061784148425,0.00828117782886,0.0695277149483,0.0612465371194
e0050,23,337,profile_choice,0.5,0.0312383906521,0.0244016581938,0.029380000162,0.0228717552654,0.0927036199311,0.0698318646657
e0051,24,234,profile_choice,0.5,0.0149069324085,0.0144797396868,0.0299913248646,0.0169360612291,0,-0.0169360612291
e0052,24,184,profile_choice,0.5,0.0149069324085,0.0144797396868,0.0299913248646,0.00939231906661,0.0554198695425,0.0460275504759
e0053,25,139,forced,1,0.0584788027251,0.0766103695567,0.136581972923,0,0.488091526516,0.488091526516
e0054,26,249,profile_choice,0.5,0.0168503219754,0.0177922072308,0.0367133342835,0.0101754991583,0.0658867022985,0.0557112031402
e0055,26,100,profile_choice,0.5,0.0168503219754,0.0191351106206,0.0505515968567,0.010566247155,0.0630160841707,0.0524498370157
e0056,27,250,profile_choice,0.5,0.0520625,0.0623525,0.15435,0.0514700393393,0.0564149940031,0.0049449546638
e0057,27,52,profile_choice,0.5,0.0520625,0.0417725,0.0735,0.0514326918933,0.0566893658652,0.0052566739719
e0058,28,130,profile_choice,0.5,0.2650047511,0.263273058738,0.062654882707,0.243163252529,0.425462647897,0.182299395368
e0059,28,147,profile_choice,0.5,0.2650047511,0.263273058738,0.062654882707,0.242811667801,0.428045554279,0.185233886478
e0060,29,270,combat,0.833,0.00361176922155,0.0040697755664,0.0129516780887,0.00267117854749,0.0105217896499,0.00785061110241
e0061,29,Death,combat,0.167,0.000724088187274,0.000815909387261,0.00259655491093,0.000822650934405,0,-0.000822650934405
e0062,30,194,profile_choice,0.5,0.167889094394,0.179997755956,0.376978180725,0.151848124075,0.285733588974,0.133885464899
e0063,30,261,profile_choice,0.5,0.167889094394,0.158248039762,0.273305659389,0.157346898496,0.245337011983,0.087990113487
e0064,31,264,forced,1,0.0659116795185,0.0586706124468,0.0711430614402,0.0615594777908,0.0978849955163,0.0363255177255
e0065,32,176,profile_choice,0.5,0.0394960515552,0.0338658687322,0.113104878013,0.0233729632089,0.157943823698,0.134570860489
e0066,32,340,profile_choice,0.5,0.0394960515552,0.0546126422142,0.196006645357,0.0269633435393,0.13156720514,0.104603861601
e0067,33,248,forced,1,0.0538655429297,0.0576134297686,0.117910113161,0.0550517655905,0.0451509946733,-0.0099007709172
e0068,34,328,combat,0.833,0.00541765383233,0.00462691003375,0.010710524229,0.00273598327985,0.0251184639836,0.0223824807037
e0069,34,Death,combat,0.167,0.00108613228091,0.000927603812288,0.00214724795467,0.00123397640161,0,-0.00123397640161
e0070,35,207,forced,1,0.0514851439513,0.050876950918,0.006326248815,0.0474091253622,0.0814294890246,0.0340203636624
e0071,36,140,random,0.5,0.020505859375,0.0249904727327,0.0581734876543,0.0199528650001,0.0245684155246,0.0046155505245
e0072,36,323,random,0.5,0.020505859375,0.0249904727327,0.0581734876543,0.0199528650001,0.0245684155246,0.0046155505245
e0073,37,282,kai,0.5,0.00807989855257,0.00833704852144,0.025278696599,0,0.0674386245074,0.0674386245074
e0074,37,289,profile_choice,0.5,0.00807989855257,0.00833704852144,0.025278696599,0,0.0674386245074,0.0674386245074
e0075,38,128,profile_choice,0.5,0.0474399414062,0.0405072249373,0.0319247526455,0.0482279387442,0.0416509432238,-0.0065769955204
e0076,38,347,profile_choice,0.5,0.0474399414062,0.0523324085999,0.0899347253561,0.0477114032329,0.0454456554542,-0.0022657477787
e0077,39,228,forced,1,0.013015625,0.0107289583333,0.0312375,0.0128301623888,0.0143781203629,0.0015479579741
e0078,40,105,forced,1,0.0683841796875,0.0815939904929,0.141663285385,0.071842425237,0.0429782852298,-0.0288641400072
e0079,41,174,profile_choice,0.5,0.00337006439508,0.00234117602234,0.00473008445551,0.00110611082733,0.0200021295786,0.0188960187513
e0080,41,116,profile_choice,0.5,0.00337006439508,0.00234117602234,0.00473008445551,0.00110611082733,0.0200021295786,0.0188960187513
e0081,42,86,profile_choice,0.25,0.0616776343782,0.0619663494726,0.0294640086218,0.0556039747085,0.106297588148,0.0506936134395
e0082,42,238,profile_choice,0.25,0.0616776343782,0.0619663494726,0.0294640086218,0.056569660156,0.0992032097392,0.0426335495832
e0083,42,157,profile_choice,0.25,0.0616776343782,0.0619663494726,0.0294640086218,0.0571998491705,0.0945735455459,0.0373736963754
e0084,42,147,profile_choice,0.25,0.0616776343782,0.0619663494726,0.0294640086218,0.0565123802772,0.0996240146053,0.0431116343281
e0085,43,195,combat,0.4165,0.0231800146484,0.0200557929695,0.028453614,0.0230875108134,0.0238595912244,0.000772080411
e0086,43,106,escape,0.5,0.0278271484375,0.0240765821963,0.034158,0.027590329248,0.0295669333222,0.0019766040742
e0087,43,Death,combat,0.0835,0.00464713378906,0.00402078922678,0.005704386,0.00527970076168,0,-0.00527970076168
e0088,44,277,random,0.5,0.0308235485156,0.0297814633375,0.0335379107036,0.0320047567808,0.0221458383621,-0.0098589184187
e0089,44,338,random,0.5,0.0308235485156,0.0297814633375,0.0335379107036,0.0320047567808,0.0221458383621,-0.0098589184187
e0090,45,180,forced,1,0.0269605151606,0.0259425277569,0.0375292758911,0.00845541927606,0.162907632347,0.154452213071
e0091,46,296,kai,0.5,0.00904953281258,0.00817393599915,0.0218979583891,0.00560828744934,0.0343305359255,0.0287222484762
e0092,46,246,profile_choice,0.25,0.00452476640629,0.00523520607639,0.0178927991723,0.00319434474055,0.014298668213,0.0111043234725
e0093,46,90,profile_choice,0.25,0.00452476640629,0.00293872992276,0.00888386186135,0.00280414372467,0.0171652679628,0.0143611242381
e0094,47,136,profile_choice,0.5,0.018683203125,0.0269452955676,0.0767726754663,0.0194506393748,0.0130452563431,-0.0064053830317
e0095,47,322,profile_choice,0.5,0.018683203125,0.0135746099714,0.0287502588235,0.0193386330266,0.0138681075321,-0.0054705254945
e0096,48,243,forced,1,0.0189364715004,0.017159359257,0.0195945852229,0.0195467268095,0.0144532496602,-0.0050934771493
e0097,49,339,random,0.5,0.00395908496586,0.00338337289955,0.0105783068019,0.00194015385912,0.0187911001832,0.0168509463241
e0098,49,60,random,0.5,0.00395908496586,0.00338337289955,0.0105783068019,0.00449799486277,0,-0.00449799486277
e0099,50,97,profile_choice,0.5,0.0094682357502,0.0138919961929,0.0357091738919,0.00977336340477,0.0072266248301,-0.00254673857467
e0100,50,243,profile_choice,0.5,0.0094682357502,0.0073637778983,0.0103424415241,0.00977336340477,0.0072266248301,-0.00254673857467
e0101,51,288,profile_choice,0.5,0.0252026053205,0.0280191849621,0.0815541750636,0.00827191155832,0.149583425787,0.141311514229
e0102,51,221,profile_choice,0.5,0.0252026053205,0.044460804491,0.188460232641,0.00827191155832,0.149583425787,0.141311514229
e0103,52,225,kai,0.5,0.02603125,0.02088625,0.03675,0.0256976722237,0.0284818688637,0.00278419664
e0104,52,250,kai,0.5,0.02603125,0.02088625,0.03675,0.0257350196697,0.0282074970015,0.0024724773318
e0105,53,Death,outcome,1,0.00264647572266,0.00192284350245,0.00407247416235,0.00300671349759,0,-0.00300671349759
e0106,54,Death,outcome,1,0.0159257127416,0.0118174383033,0.0237925566653,0.0180935177485,0,-0.0180935177485
e0107,55,325,combat,0.833,0.06768125,0.0646877079489,0.137856923077,0.0701680202997,0.0494122685555,-0.0207557517442
e0108,55,Death,combat,0.167,0.01356875,0.0129686041146,0.0276375824176,0.0154157256842,0,-0.0154157256842
e0109,56,222,forced,1,0.25,0.25,0,0.233719293784,0.36960570697,0.135886413186
e0110,57,164,profile_choice,0.333333333333,1.70535703411e-05,2.0994488705e-05,7.34635131348e-05,8.61226736868e-06,7.90673427395e-05,7.04550753708e-05
e0111,57,109,profile_choice,0.333333333333,1.70535703411e-05,2.0994488705e-05,7.34635131348e-05,8.61226736868e-06,7.90673427395e-05,7.04550753708e-05
e0112,57,308,profile_choice,0.333333333333,1.70535703411e-05,1.40375013793e-05,3.72530300544e-05,8.61226736868e-06,7.90673427395e-05,7.04550753708e-05
e0113,58,251,profile_choice,0.5,0.0359473535475,0.031287629018,0.0638666029279,0.0099302337125,0.227081323407,0.217151089694
e0114,58,160,profile_choice,0.5,0.0359473535475,0.0411948529917,0.101444184734,0.0253853671137,0.113540661704,0.0881552945903
e0115,59,124,profile_choice,0.333333333333,0.00386333577474,0.00530870261693,0.0143869022108,0.00386537956055,0.00384832116522,-1.705839533e-05
e0116,59,106,profile_choice,0.333333333333,0.00386333577474,0.00255373751179,0.00397757557133,0.00383045737726,0.00410487590957,0.00027441853231
e0117,59,211,profile_choice,0.333333333333,0.00386333577474,0.00432545430497,0.0143869022108,0.00390030174384,0.00359176642087,-0.00030853532297
e0118,60,Death,outcome,1,0.00519580413207,0.00426689846442,0.0121651759827,0.00590305600802,0,-0.00590305600802
e0119,61,268,forced,1,0.0429527871466,0.0498466021506,0.107892137951,0.0140978145688,0.254934954811,0.240837140242
e0120,62,288,forced,1,0.0168435818466,0.0159316272115,0.0189155101863,0.00552834191499,0.0999706436336,0.0944423017186
e0121,63,269,combat,0.833,0.0527666844249,0.0519454948989,0.116403674173,0.00899239132965,0.374353180939,0.365360789609
e0122,63,Death,combat,0.167,0.0105786750288,0.0104140427949,0.0233366309566,0.0120186422733,0,-0.0120186422733
e0123,64,188,profile_choice,0.5,0.0955542764494,0.133878426891,0.400265321315,0.0558093113609,0.387539438816,0.331730127455
e0124,64,16,profile_choice,0.5,0.0955542764494,0.0730332683151,0.109591925244,0.0646012772159,0.322949532346,0.25834825513
e0125,65,104,forced,1,0.0359473535475,0.0389323430328,0.0705023373937,0.0223329283325,0.135965309232,0.1136323809
e0126,66,350,forced,1,0.082553602494,0.101345051987,0.179657687457,0,0.689031101579,0.689031101579
e0127,67,252,forced,1,0.1875,0.1875,0.075,0.172904770496,0.294723404199,0.121818633703
e0128,68,130,profile_choice,0.5,0.0339749680897,0.0327894445684,0.0136209599294,0.0311747759653,0.0545464933202,0.0233717173549
e0129,68,15,profile_choice,0.5,0.0339749680897,0.0327894445684,0.0136209599294,0.0312559109026,0.0539504380015,0.0226945270989
e0130,69,272,forced,1,0.1059828125,0.110672354135,0.114691186814,0.111342452571,0.0666083817324,-0.0447340708386
e0131,70,8,kai,0.5,0.360134661751,0.358423677354,0.098965016814,0.332101338867,0.566080605233,0.233979266366
e0132,70,28,profile_choice,0.25,0.180067330875,0.179211838677,0.049482508407,0.165106863958,0.289973940483,0.124867076525
e0133,70,157,profile_choice,0.25,0.180067330875,0.179211838677,0.049482508407,0.166994474909,0.276106664751,0.109112189842
e0134,71,65,kai,0.5,0.0359473535475,0.0389323430328,0.0705023373937,0.0223329283325,0.135965309232,0.1136323809
e0135,71,242,profile_choice,0.25,0.0179736767737,0.0160402014513,0.0376997002178,0.013479910689,0.0509869909621,0.0375070802731
e0136,71,104,profile_choice,0.25,0.0179736767737,0.0228921415815,0.0757046729661,0.0111664641662,0.0679826546162,0.05681619045
e0137,72,265,combat,0.833,0.109445479388,0.121885137,0.267590440663,0.0552713427119,0.507434106583,0.452162763871
e0138,72,Death,combat,0.167,0.0219416507297,0.024435555677,0.0536465829421,0.024928344078,0,-0.024928344078
e0139,73,243,forced,1,0.0189364715004,0.017159359257,0.0195945852229,0.0195467268095,0.0144532496602,-0.0050934771493
e0140,74,138,profile_choice,0.5,0.0625,0.0625,0.075,0.0665535949904,0.0327203892041,-0.0338332057863
e0141,74,281,profile_choice,0.5,0.0625,0.0625,0.075,0.0647963988362,0.0456295766511,-0.0191668221851
e0142,75,260,profile_choice,0.5,0.0224670959672,0.0282343530129,0.177076218566,0.010405329369,0.111078492926,0.100673163557
e0143,75,163,profile_choice,0.5,0.0224670959672,0.0381664557245,0.170608194882,0.00737407218219,0.133347530524,0.125973458342
e0144,76,118,forced,1,0.00270882691617,0.00269627407359,0.00666126522747,0.00136799163992,0.0125592319918,0.0111912403519
e0145,77,19,forced,1,0.149465625,0.158844708271,0.229382373626,0.156059170097,0.101026348943,-0.055032821154
e0146,78,132,profile_choice,0.333333333333,0.0440504051226,0.0502225171105,0.129377705427,0.0277545673775,0.163767275405,0.136012708027
e0147,78,12,profile_choice,0.333333333333,0.0440504051226,0.055070016363,0.185370610858,0.0471450986449,0.0213153344394,-0.0258297642055
e0148,78,220,profile_choice,0.333333333333,0.0440504051226,0.036916904935,0.0786685351067,0.0454042350689,0.0341045351031,-0.0112996999658
e0149,79,204,forced,1,5.11607110233e-05,5.25401479274e-05,0.000183460520126,2.5836802106e-05,0.000237202028219,0.000211365226113
e0150,80,7,forced,1,0.00123671916621,0.000883525564869,0.00160552812823,0.000421518343577,0.0072255669115,0.00680404856792
e0151,81,183,profile_choice,0.5,0.0512901183373,0.0361199865302,0.0845838337686,0.0462235145834,0.0885117668261,0.0422882522427
e0152,81,200,profile_choice,0.5,0.0512901183373,0.0336321914623,0.0602067685808,0.0395040122406,0.137876383909,0.0983723716684
e0153,82,235,forced,1,0.157984206221,0.176957021893,0.410338676651,0.140080799997,0.289511028838,0.149430228841
e0154,83,45,kai,0.5,0.0269605151606,0.0259425277569,0.0375292758911,0.00845541927606,0.162907632347,0.154452213071
e0155,83,205,profile_choice,0.166666666667,0.00898683838687,0.00960272435223,0.0215240936269,0.00147481443644,0.0641736910606,0.0626988766242
e0156,83,180,profile_choice,0.166666666667,0.00898683838687,0.00903482220108,0.0198635619172,0.00281847309202,0.0543025441156,0.0514840710236
e0157,83,232,profile_choice,0.166666666667,0.00898683838687,0.00730498120358,0.00800259113207,0.00214664376423,0.0592381175881,0.0570914738239
e0158,84,188,forced,1,0.0159257127416,0.0118174383033,0.0237925566653,0.00930155189348,0.0645899064693,0.0552883545758
e0159,85,229,profile_choice,0.5,0.125,0.125,0.15,0.126619232285,0.113104359868,-0.013514872417
e0160,85,99,profile_choice,0.5,0.125,0.125,0.15,0.116859646892,0.184802853485,0.067943206593
e0161,86,6,profile_choice,0.25,0.0154194085946,0.0154915873681,0.0073660021555,0.0128861836037,0.0340296679976,0.0211434843939
e0162,86,35,profile_choice,0.25,0.0154194085946,0.0154915873681,0.0073660021555,0.0141986720628,0.0243875119414,0.0101888398786
e0163,86,167,profile_choice,0.25,0.0154194085946,0.0154915873681,0.0073660021555,0.0144012525224,0.0228992608316,0.0084980083092
e0164,86,42,profile_choice,0.25,0.0154194085946,0.0154915873681,0.0073660021555,0.0141178665195,0.0249811473774,0.0108632808579
e0165,87,61,forced,1,0.00780959766303,0.0107559351582,0.0308920742125,0.00256323901252,0.0463518099656,0.0437885709531
e0166,88,216,kai,0.5,0.0659116795185,0.0586706124468,0.0711430614402,0.0615594777908,0.0978849955163,0.0363255177255
e0167,88,31,kai,0.5,0.0659116795185,0.0586706124468,0.0711430614402,0.0615594777908,0.0978849955163,0.0363255177255
e0168,89,53,random,0.2,0.0018683203125,0.00135746099714,0.00287502588235,0.00212263572015,0,-0.00212263572015
e0169,89,274,random,0.3,0.00280248046875,0.00203619149571,0.00431253882353,0.00281851688121,0.00268466945837,-0.00013384742284
e0170,89,316,random,0.5,0.00467080078125,0.00339365249286,0.00718756470588,0.00469752813534,0.00447444909728,-0.00022307903806
e0171,90,18,forced,1,0.0135742992189,0.0111126659219,0.0290689842881,0.00841243117402,0.0514958038883,0.0430833727143
e0172,91,198,kai,0.5,0.0158363398634,0.013298108804,0.0236936314887,0.00785802513772,0.0744487833617,0.066590758224
e0173,91,152,profile_choice,0.25,0.00791816993171,0.00618324272052,0.0123052223977,0.00515922822006,0.0281866502748,0.0230274220547
e0174,91,7,profile_choice,0.25,0.00791816993171,0.00711486608344,0.0193851360831,0.00269879691766,0.0462621330868,0.0435633361691
e0175,92,13,forced,1,0.0220357000391,0.0179256925041,0.0364781163888,0.0221617931835,0.0211093606354,-0.0010524325481
e0176,93,106,forced,1,0.00289750183105,0.00409701467815,0.0136477986581,0.00287284303295,0.00307865693218,0.00020581389923
e0177,94,7,forced,1,0.00247343833242,0.00176705112974,0.00321105625646,0.000843036687154,0.014451133823,0.0136080971358
e0178,95,240,profile_choice,0.5,5.11607110233e-05,5.25401479274e-05,0.000183460520126,2.5836802106e-05,0.000237202028219,0.000211365226113
e0179,95,5,profile_choice,0.5,5.11607110233e-05,5.25401479274e-05,0.000183460520126,2.5836802106e-05,0.000237202028219,0.000211365226113
e0180,96,33,profile_choice,0.5,0.0056049609375,0.00537071270445,0.0144577210084,0.00572839293717,0.00469817155214,-0.00103022138503
e0181,96,248,profile_choice,0.5,0.0056049609375,0.00357631877602,0.00579792882943,0.00572839293717,0.00469817155214,-0.00103022138503
e0182,97,255,profile_choice,0.5,0.189656910229,0.212433399631,0.492603453364,0.176064786486,0.289511028838,0.113446242352
e0183,97,306,profile_choice,0.5,0.189656910229,0.157132249728,0.29857110926,0.215472972986,0,-0.215472972986
e0184,98,139,forced,1,0.00791500266374,0.00806058538784,0.0232807348346,0,0.066062326048,0.066062326048
e0185,99,222,forced,1,0.125,0.125,0.15,0.116859646892,0.184802853485,0.067943206593
e0186,100,161,profile_choice,0.333333333333,0.0168503219754,0.0146636885614,0.0272158731388,0.00978475116156,0.0687573204263,0.0589725692647
e0187,100,133,profile_choice,0.333333333333,0.0168503219754,0.0183247194882,0.0412416941042,0.0113477431485,0.0572748479151,0.0459271047666
e0188,100,257,profile_choice,0.333333333333,0.0168503219754,0.0230740204224,0.0814330426175,0.010566247155,0.0630160841707,0.0524498370157
e0189,101,281,forced,1,0.0625,0.0683797662522,0.193902439024,0.0647963988362,0.0456295766511,-0.0191668221851
e0190,102,284,forced,1,0.0510803964759,0.0500612507599,0.140529235908,0.0333782767878,0.181128473757,0.147750196969
e0191,103,13,profile_choice,0.5,0.0457556707422,0.0473870477698,0.0241449532069,0.0460174948,0.0438321883625,-0.0021853064375
e0192,103,287,profile_choice,0.5,0.0457556707422,0.0473870477698,0.0241449532069,0.0460174948,0.0438321883625,-0.0021853064375
e0193,104,26,profile_choice,0.5,0.0337006439508,0.0369273178514,0.0711526293403,0.0207417463133,0.128902786469,0.108161040156
e0194,104,100,profile_choice,0.5,0.0337006439508,0.0369273178514,0.0711526293403,0.0211324943101,0.126032168341,0.104899674031
e0195,105,298,kai,0.5,0.136768359375,0.145164751686,0.100283641215,0.141888419878,0.0991539925221,-0.0427344273559
e0196,105,335,kai,0.5,0.136768359375,0.145164751686,0.100283641215,0.14548128107,0.072759148397,-0.072722132673
e0197,106,263,profile_choice,0.5,0.0757458860016,0.0768302666965,0.0463659025859,0.0700482408833,0.117603460446,0.0475552195627
e0198,106,334,profile_choice,0.5,0.0757458860016,0.0768302666965,0.0463659025859,0.0801542808488,0.0433597489806,-0.0367945318682
e0199,107,23,forced,1,0.00842516098769,0.00796970509677,0.0183566671417,0.00489237558078,0.0343786602131,0.0294862846323
e0200,108,Death,outcome,1,0.025062344025,0.0328330155243,0.0585351312529,0.0284738255546,0,-0.0284738255546
e0201,109,164,profile_choice,0.5,8.52678517055e-06,1.04972443525e-05,3.67317565675e-05,4.30613368434e-06,3.95336713698e-05,3.52275376855e-05
e0202,109,308,profile_choice,0.5,8.52678517055e-06,1.04972443525e-05,3.67317565675e-05,4.30613368434e-06,3.95336713698e-05,3.52275376855e-05
e0203,110,55,forced,1,0.01875,0.015250352328,0.0257142857143,0.0197500952271,0.0114028312051,-0.008347264022
e0204,111,57,profile_choice,0.5,5.11607110233e-05,5.60264787893e-05,0.000183460520126,2.5836802106e-05,0.000237202028219,0.000211365226113
e0205,111,308,profile_choice,0.5,5.11607110233e-05,4.90538170655e-05,0.000224575581455,2.5836802106e-05,0.000237202028219,0.000211365226113
e0206,112,33,profile_choice,0.4165,0.0108941757422,0.0103710826063,0.0311879728491,0.0111340864055,0.00913167944018,-0.00200240696532
e0207,112,248,profile_choice,0.4165,0.0108941757422,0.0070189642479,0.0139025174988,0.0111340864055,0.00913167944018,-0.00200240696532
e0208,112,Death,combat,0.167,0.00436813289062,0.00348635993356,0.00650421258846,0.00496272231371,0,-0.00496272231371
e0209,113,347,profile_choice,0.5,0.0440714000781,0.0424416869397,0.0486039712986,0.044323586367,0.0422187212709,-0.0021048650961
e0210,113,295,profile_choice,0.5,0.0440714000781,0.0424416869397,0.0486039712986,0.0471969885451,0.0211093606354,-0.0260876279097
e0211,114,239,forced,1,0.00867171481766,0.00773679629178,0.0206682595263,0.00483630227651,0.0368484549676,0.0320121526911
e0212,115,150,profile_choice,0.333333333333,0.00898683838687,0.00699952654291,0.013605122182,0.00248255842812,0.0567703308518,0.0542877724237
e0213,115,177,profile_choice,0.333333333333,0.00898683838687,0.00766645054532,0.0164945442237,0.00248255842812,0.0567703308518,0.0542877724237
e0214,115,83,profile_choice,0.333333333333,0.00898683838687,0.0124447680101,0.0448397759881,0.00248255842812,0.0567703308518,0.0542877724237
e0215,116,321,forced,1,0.0101101931852,0.00815445729429,0.0166671951406,0.00331833248199,0.0600063887357,0.0566880562537
e0216,117,330,forced,1,0.0434787062988,0.037124871655,0.0292590357996,0.043727501063,0.0416509432238,-0.0020765578392
e0217,118,224,forced,1,0.0140885014785,0.0121021691574,0.0339669073311,0.0071148703251,0.0653200680448,0.0582051977197
e0218,119,226,profile_choice,0.5,0.026495703125,0.0253204472044,0.0428416278229,0.0275110613505,0.0190364051822,-0.0084746561683
e0219,119,38,profile_choice,0.5,0.026495703125,0.020257257694,0.0280813447293,0.0267915626335,0.0243221803544,-0.0024693822791
e0220,120,84,profile_choice,0.333333333333,0.0159257127416,0.0118174383033,0.0237925566653,0.00930155189348,0.0645899064693,0.0552883545758
