node_id,node_kind,outcome,absorbing,source_ref
171,narrative,,false,LW01_nodes.csv:171
172,narrative,,false,LW01_nodes.csv:172
173,narrative,,false,LW01_nodes.csv:173
174,narrative,,false,LW01_nodes.csv:174
175,narrative,,false,LW01_nodes.csv:175
176,narrative,,false,LW01_nodes.csv:176
177,narrative,,false,LW01_nodes.csv:177
178,narrative,,false,LW01_nodes.csv:178
179,narrative,,false,LW01_nodes.csv:179
180,narrative,,false,LW01_nodes.csv:180
181,narrative,,false,LW01_nodes.csv:181
182,narrative,,false,LW01_nodes.csv:182
183,narrative,,false,LW01_nodes.csv:183
184,narrative,,false,LW01_nodes.csv:184
185,preterminal,death,false,LW01_nodes.csv:185
186,narrative,,false,LW01_nodes.csv:186
187,narrative,,false,LW01_nodes.csv:187
188,narrative,,false,LW01_nodes.csv:188
189,narrative,,false,LW01_nodes.csv:189
190,narrative,,false,LW01_nodes.csv:190
191,narrative,,false,LW01_nodes.csv:191
192,narrative,,false,LW01_nodes.csv:192
193,narrative,,false,LW01_nodes.csv:193
194,narrative,,false,LW01_nodes.csv:194
195,narrative,,false,LW01_nodes.csv:195
196,narrative,,false,LW01_nodes.csv:196
197,narrative,,false,LW01_nodes.csv:197
198,narrative,,false,LW01_nodes.csv:198
199,narrative,,false,LW01_nodes.csv:199
200,narrative,,false,LW01_nodes.csv:200
201,narrative,,false,LW01_nodes.csv:201
202,narrative,,false,LW01_nodes.csv:202
203,narrative,,false,LW01_nodes.csv:203
204,narrative,,false,LW01_nodes.csv:204
205,narrative,,false,LW01_nodes.csv:205
206,narrative,,false,LW01_nodes.csv:206
207,narrative,,false,LW01_nodes.csv:207
208,narrative,,false,LW01_nodes.csv:208
209,narrative,,false,LW01_nodes.csv:209
210,narrative,,false,LW01_nodes.csv:210
211,narrative,,false,LW01_nodes.csv:211
212,narrative,,false,LW01_nodes.csv:212
213,narrative,,false,LW01_nodes.csv:213
214,narrative,,false,LW01_nodes.csv:214
215,narrative,,false,LW01_nodes.csv:215
216,narrative,,false,LW01_nodes.csv:216
217,narrative,,false,LW01_nodes.csv:217
218,narrative,,false,LW01_nodes.csv:218
219,preterminal,death,false,LW01_nodes.csv:219
220,narrative,,false,LW01_nodes.csv:220
221,narrative,,false,LW01_nodes.csv:221
222,narrative,,false,LW01_nodes.csv:222
223,narrative,,false,LW01_nodes.csv:223
224,narrative,,false,LW01_nodes.csv:224
225,narrative,,false,LW01_nodes.csv:225
226,narrative,,false,LW01_nodes.csv:226
227,narrative,,false,LW01_nodes.csv:227
228,narrative,,false,LW01_nodes.csv:228
229,narrative,,false,LW01_nodes.csv:229
230,narrative,,false,LW01_nodes.csv:230
231,narrative,,false,LW01_nodes.csv:231
232,narrative,,false,LW01_nodes.csv:232
233,narrative,,false,LW01_nodes.csv:233
234,preterminal,death,false,LW01_nodes.csv:234
235,narrative,,false,LW01_nodes.csv:235
236,narrative,,false,LW01_nodes.csv:236
237,narrative,,false,LW01_nodes.csv:237
238,narrative,,false,LW01_nodes.csv:238
239,narrative,,false,LW01_nodes.csv:239
240,narrative,,false,LW01_nodes.csv:240
241,narrative,,false,LW01_nodes.csv:241
242,narrative,,false,LW01_nodes.csv:242
243,narrative,,false,LW01_nodes.csv:243
244,narrative,,false,LW01_nodes.csv:244
245,narrative,,false,LW01_nodes.csv:245
246,narrative,,false,LW01_nodes.csv:246
247,narrative,,false,LW01_nodes.csv:247
248,narrative,,false,LW01_nodes.csv:248
249,narrative,,false,LW01_nodes.csv:249
250,narrative,,false,LW01_nodes.csv:250
251,narrative,,false,LW01_nodes.csv:251
252,narrative,,false,LW01_nodes.csv:252
253,narrative,,false,LW01_nodes.csv:253
254,narrative,,false,LW01_nodes.csv:254
255,narrative,,false,LW01_nodes.csv:255
256,narrative,,false,LW01_nodes.csv:256
257,narrative,,false,LW01_nodes.csv:257
258,narrative,,false,LW01_nodes.csv:258
259,preterminal,death,false,LW01_nodes.csv:259
260,narrative,,false,LW01_nodes.csv:260
261,narrative,,false,LW01_nodes.csv:261
262,narrative,,false,LW01_nodes.csv:262
263,narrative,,false,LW01_nodes.csv:263
264,narrative,,false,LW01_nodes.csv:264
265,narrative,,false,LW01_nodes.csv:265
266,narrative,,false,LW01_nodes.csv:266
267,narrative,,false,LW01_nodes.csv:267
268,narrative,,false,LW01_nodes.csv:268
269,narrative,,false,LW01_nodes.csv:269
270,narrative,,false,LW01_nodes.csv:270
271,preterminal,death,false,LW01_nodes.csv:271
272,narrative,,false,LW01_nodes.csv:272
273,narrative,,false,LW01_nodes.csv:273
274,narrative,,false,LW01_nodes.csv:274
275,narrative,,false,LW01_nodes.csv:275
276,narrative,,false,LW01_nodes.csv:276
277,narrative,,false,LW01_nodes.csv:277
278,narrative,,false,LW01_nodes.csv:278
279,narrative,,false,LW01_nodes.csv:279
280,narrative,,false,LW01_nodes.csv:280
281,narrative,,false,LW01_nodes.csv:281
282,narrative,,false,LW01_nodes.csv:282
283,narrative,,false,LW01_nodes.csv:283
284,narrative,,false,LW01_nodes.csv:284
285,narrative,,false,LW01_nodes.csv:285
286,preterminal,death,false,LW01_nodes.csv:286
287,narrative,,false,LW01_nodes.csv:287
288,narrative,,false,LW01_nodes.csv:288
289,narrative,,false,LW01_nodes.csv:289
290,narrative,,false,LW01_nodes.csv:290
291,narrative,,false,LW01_nodes.csv:291
292,preterminal,death,false,LW01_nodes.csv:292
293,narrative,,false,LW01_nodes.csv:293
294,narrative,,false,LW01_nodes.csv:294
295,narrative,,false,LW01_nodes.csv:295
296,narrative,,false,LW01_nodes.csv:296
297,narrative,,false,LW01_nodes.csv:297
298,narrative,,false,LW01_nodes.csv:298
299,narrative,,false,LW01_nodes.csv:299
300,narrative,,false,LW01_nodes.csv:300
301,narrative,,false,LW01_nodes.csv:301
302,narrative,,false,LW01_nodes.csv:302
303,narrative,,false,LW01_nodes.csv:303
304,narrative,,false,LW01_nodes.csv:304
305,narrative,,false,LW01_nodes.csv:305
306,preterminal,death,false,LW01_nodes.csv:306
307,narrative,,false,LW01_nodes.csv:307
308,narrative,,false,LW01_nodes.csv:308
309,preterminal,death,false,LW01_nodes.csv:309
310,narrative,,false,LW01_nodes.csv:310
311,narrative,,false,LW01_nodes.csv:311
312,narrative,,false,LW01_nodes.csv:312
313,narrative,,false,LW01_nodes.csv:313
314,narrative,,false,LW01_nodes.csv:314
315,narrative,,false,LW01_nodes.csv:315
316,narrative,,false,LW01_nodes.csv:316
317,narrative,,false,LW01_nodes.csv:317
318,narrative,,false,LW01_nodes.csv:318
319,narrative,,false,LW01_nodes.csv:319
320,narrative,,false,LW01_nodes.csv:320
321,narrative,,false,LW01_nodes.csv:321
322,narrative,,false,LW01_nodes.csv:322
323,narrative,,false,LW01_nodes.csv:323
324,narrative,,false,LW01_nodes.csv:324
325,narrative,,false,LW01_nodes.csv:325
326,narrative,,false,LW01_nodes.csv:326
327,preterminal,death,false,LW01_nodes.csv:327
328,narrative,,false,LW01_nodes.csv:328
329,narrative,,false,LW01_nodes.csv:329
330,narrative,,false,LW01_nodes.csv:330
331,narrative,,false,LW01_nodes.csv:331
332,narrative,,false,LW01_nodes.csv:332
333,narrative,,false,LW01_nodes.csv:333
334,narrative,,false,LW01_nodes.csv:334
335,narrative,,false,LW01_nodes.csv:335
336,narrative,,false,LW01_nodes.csv:336
337,narrative,,false,LW01_nodes.csv:337
338,narrative,,false,LW01_nodes.csv:338
339,narrative,,false,LW01_nodes.csv:339
340,narrative,,false,LW01_nodes.csv:340
341,narrative,,false,LW01_nodes.csv:341
342,narrative,,false,LW01_nodes.csv:342
343,narrative,,false,LW01_nodes.csv:343
344,narrative,,false,LW01_nodes.csv:344
345,narrative,,false,LW01_nodes.csv:345
346,narrative,,false,LW01_nodes.csv:346
347,narrative,,false,LW01_nodes.csv:347
348,narrative,,false,LW01_nodes.csv:348
349,narrative,,false,LW01_nodes.csv:349
350,preterminal,win,false,LW01_nodes.csv:350
Death,terminal,death,true,phase2:shared_outcome
Win,terminal,win,true,phase2:shared_outcome
